+------------------------------------------------------------------------------------+
            Cipher Name: ChaCha
            PNB search in conventional way                                           
*************** PNBs (6) ***************
bias of 159 ~ 0.473080
bias of 158 ~ 0.574306
bias of 157 ~ 0.683138
bias of 156 ~ 0.779291
bias of 155 ~ 0.860767
bias of 135 ~ 0.267771
*************** Non-PNBs (26) ***************
bias of 154 ~ 0.000189
bias of 153 ~ 0.000462
bias of 152 ~ 0.026730
bias of 151 ~ -0.000542
bias of 150 ~ 0.000322
bias of 149 ~ 0.003508
bias of 148 ~ 0.022036
bias of 147 ~ 0.085787
bias of 146 ~ 0.002579
bias of 145 ~ 0.001270
bias of 144 ~ 0.015606
bias of 143 ~ 0.071468
bias of 142 ~ -0.000408
bias of 128 ~ 0.077681
bias of 141 ~ 0.015785
bias of 129 ~ 0.007584
bias of 130 ~ 0.001808
bias of 131 ~ 0.038147
bias of 132 ~ 0.003433
bias of 133 ~ -0.000711
bias of 134 ~ -0.000437
bias of 136 ~ 0.119120
bias of 137 ~ 0.031855
bias of 138 ~ 0.001953
bias of 139 ~ -0.000738
bias of 140 ~ 0.093266
*------------------------------------------------------------------------------------*
****************************** Keyword: 5 *********************************************
*************** PNBs (4) ***************
bias of 191 ~ 0.879276
bias of 169 ~ 0.258112
bias of 168 ~ 0.465134
bias of 160 ~ 0.320850
*************** Non-PNBs (28) ***************
bias of 189 ~ 0.017014
bias of 188 ~ 0.108198
bias of 187 ~ 0.009689
bias of 186 ~ 0.114941
bias of 185 ~ 0.000458
bias of 184 ~ 0.000929
bias of 183 ~ -0.000206
bias of 182 ~ 0.002140
bias of 181 ~ 0.044806
bias of 180 ~ 0.158428
bias of 179 ~ 0.000664
bias of 178 ~ -0.000557
bias of 177 ~ -0.000248
bias of 176 ~ 0.011955
bias of 190 ~ -0.000172
bias of 161 ~ 0.138908
bias of 174 ~ 0.029346
bias of 162 ~ 0.025160
bias of 175 ~ 0.001270
bias of 163 ~ 0.000561
bias of 164 ~ 0.066065
bias of 165 ~ 0.031992
bias of 166 ~ 0.012983
bias of 167 ~ 0.002102
bias of 170 ~ 0.075310
bias of 171 ~ 0.000639
bias of 172 ~ 0.008732
bias of 173 ~ -0.000063
*------------------------------------------------------------------------------------*
****************************** Keyword: 6 *********************************************
*************** PNBs (14) ***************
bias of 219 ~ 1.000000
bias of 223 ~ 1.000000
bias of 194 ~ 0.299652
bias of 207 ~ 0.737425
bias of 220 ~ 1.000000
bias of 199 ~ 0.717508
bias of 212 ~ 0.421869
bias of 200 ~ 0.515141
bias of 208 ~ 0.518736
bias of 192 ~ 0.673998
bias of 221 ~ 1.000000
bias of 211 ~ 0.619333
bias of 193 ~ 0.502382
bias of 222 ~ 1.000000
*************** Non-PNBs (18) ***************
bias of 218 ~ 0.000252
bias of 217 ~ 0.000748
bias of 216 ~ 0.062681
bias of 215 ~ 0.000973
bias of 214 ~ 0.042440
bias of 195 ~ 0.114418
bias of 196 ~ 0.014618
bias of 209 ~ 0.201767
bias of 197 ~ -0.000559
bias of 210 ~ 0.005657
bias of 198 ~ -0.000504
bias of 201 ~ 0.248083
bias of 202 ~ 0.041618
bias of 203 ~ -0.000540
bias of 204 ~ 0.240950
bias of 205 ~ 0.055895
bias of 206 ~ -0.001871
bias of 213 ~ 0.201633
*------------------------------------------------------------------------------------*
****************************** Keyword: 7 *********************************************
*************** PNBs (9) ***************
bias of 255 ~ 1.000000
bias of 247 ~ 0.297050
bias of 246 ~ 0.561377
bias of 245 ~ 0.745455
bias of 244 ~ 0.855980
bias of 227 ~ 0.266445
bias of 226 ~ 0.506466
bias of 225 ~ 0.700386
bias of 224 ~ 0.829678
*************** Non-PNBs (23) ***************
bias of 254 ~ -0.000206
bias of 253 ~ 0.003639
bias of 252 ~ 0.060114
bias of 251 ~ 0.000410
bias of 250 ~ 0.035982
bias of 249 ~ 0.180487
bias of 248 ~ 0.034067
bias of 243 ~ 0.000248
bias of 242 ~ 0.000101
bias of 241 ~ -0.000128
bias of 228 ~ 0.071829
bias of 229 ~ 0.004847
bias of 230 ~ 0.001049
bias of 231 ~ 0.000776
bias of 232 ~ 0.230640
bias of 233 ~ 0.083475
bias of 234 ~ 0.008684
bias of 235 ~ 0.001249
bias of 236 ~ 0.018106
bias of 237 ~ 0.081463
bias of 238 ~ 0.007980
bias of 239 ~ 0.000704
bias of 240 ~ 0.026321
*------------------------------------------------------------------------------------*
Total non-PNBs: 170
Total PNBs: 86

The 86 PNBs are as follows:
{2, 3, 4, 5, 6, 14, 39, 47, 48, 49, 51, 59, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 90, 91, 95, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 115, 119, 123, 124, 125, 126, 127, 135, 155, 156, 157, 158, 159, 160, 168, 169, 191, 192, 193, 194, 199, 200, 207, 208, 211, 212, 219, 220, 221, 222, 223, 224, 225, 226, 227, 244, 245, 246, 247, 255}

The PNBs in descending order of BIAS is as follows:
{192, 193, 200, 220, 223, 224, 91, 95, 78, 79, 80, 75, 81, 74, 106, 82, 73, 108, 83, 72, 109, 84, 110, 126, 71, 111, 105, 160, 85, 70, 158, 244, 14, 119, 255, 104, 157, 51, 86, 103, 227, 123, 6, 199, 69, 207, 247, 156, 219, 102, 67, 221, 124, 5, 49, 155, 87, 77, 226, 68, 212, 211, 246, 222, 135, 169, 66, 125, 4, 107, 208, 47, 2, 59, 191, 48, 194, 225, 115, 159, 245, 127, 168, 39, 3, 90}
